scene_id,im_id,obj_id,score,R,t,time
1139,46,3,1,0.8913171 0.32159925 0.31957412 0.23167448 -0.92896783 0.28869644 0.38971865 -0.18328291 -0.90251136,0.008358634 -0.061563954 1.0173026,-1
1139,50,3,1,0.71841884 0.29299855 -0.6308932 0.68264204 -0.4712795 0.55847603 -0.13369437 -0.8318939 -0.53858924,-0.004345755 -0.14058922 0.95691717,-1
1139,54,3,1,0.34077135 0.7873834 -0.51371413 0.8988524 -0.112700835 0.42351246 0.2755707 -0.6060741 -0.7461467,0.020544194 -0.19942269 0.92119503,-1
1139,58,3,1,0.00864626 0.75604886 -0.6544581 0.98400253 0.11003324 0.14011353 0.17794482 -0.6451999 -0.74300253,0.059656896 -0.23950025 0.94583404,-1
1139,62,3,1,-0.26844922 0.7732584 -0.57446194 0.96256334 0.19210583 -0.19122575 -0.037509434 -0.60429037 -0.79588073,0.08856646 -0.23969802 0.9876876,-1
1139,66,3,1,-0.35279512 0.8354362 -0.42140478 0.92383826 0.23951368 -0.29859003 -0.14852071 -0.49465096 -0.85630727,0.10340911 -0.2295551 1.0088084,-1
1139,70,3,1,-0.44976875 0.78922874 -0.41812217 0.87607795 0.29876226 -0.37845558 -0.1737689 -0.53652513 -0.8257997,0.10779638 -0.21920405 1.0189035,-1
1140,40,3,1,-0.054726843 0.2793551 -0.958627 -0.60414726 -0.7736535 -0.19096164 -0.79499125 0.56870115 0.21111123,0.1999396 0.28559592 0.8537287,-1
1140,44,3,1,-0.36323076 0.33312088 -0.8701114 0.2200412 -0.876807 -0.42754114 -0.9053427 -0.34675646 0.24518296,0.2115191 0.24450955 0.825798,-1
1140,48,3,1,-0.20778462 -0.061395094 -0.976246 0.97468054 -0.0972756 -0.20133387 -0.082604 -0.993362 0.08005298,0.20101473 0.17536438 0.759598,-1
1140,52,3,1,-0.094064996 0.04676108 -0.99446726 0.8839721 0.4634344 -0.061822165 0.4579795 -0.88489664 -0.08492843,0.20775087 0.12501284 0.69609386,-1
1140,56,3,1,0.24572575 0.080066495 -0.966027 -0.6319867 -0.742415 -0.22228983 -0.7349909 0.66513854 -0.13182952,0.259286 0.1135489 0.6490683,-1
1140,60,3,1,0.21652992 0.1427656 -0.96578085 -0.64658725 -0.72021335 -0.25143093 -0.731464 0.67890394 -0.06363733,0.29023126 0.12269184 0.63637525,-1
1140,64,3,1,0.30831355 0.049127504 -0.95001537 -0.7004917 -0.6639583 -0.26166913 -0.64362574 0.74615407 -0.17029393,0.31477126 0.14522807 0.64996564,-1
1140,68,3,1,0.35110977 0.11447721 -0.92930984 -0.6705382 -0.6619881 -0.33488837 -0.65352917 0.7407203 -0.15566914,0.31651634 0.16089639 0.65436834,-1
1140,72,3,1,0.34927684 0.115437984 -0.9298816 -0.6256115 -0.7100649 -0.32313797 -0.69757867 0.6946092 -0.1757899,0.31850305 0.17060487 0.6597851,-1
1141,42,3,1,-0.13500854 -0.3418968 -0.92998886 0.8775583 0.3945439 -0.2724454 0.46006963 -0.8529019 0.2467676,-0.13019021 0.21276848 0.8834935,-1
1141,46,3,1,-0.19699849 -0.111132145 -0.97408485 0.5965543 -0.80204344 -0.029142719 -0.77801967 -0.58683556 0.2242977,-0.13982825 0.19176605 0.79950327,-1
1141,50,3,1,0.009382737 0.03540462 -0.999329 -0.13536043 -0.9901294 -0.036349595 -0.99075204 0.13561065 -0.004497738,-0.13538347 0.14400882 0.72851783,-1
1141,54,3,1,0.05361462 -0.035755664 -0.9979213 -0.46537796 -0.88508654 0.006709745 -0.88348675 0.46405083 -0.06409348,-0.15427636 0.08720052 0.67762506,-1
1141,58,3,1,0.05977632 0.0067226626 -0.99818915 -0.6371544 -0.7695167 -0.043338425 -0.76841456 0.63859123 -0.041715503,-0.20390552 0.07102137 0.6611915,-1
1141,62,3,1,-0.054182548 0.12498104 -0.9906785 -0.6898012 -0.72202957 -0.05336224 -0.72196853 0.68047994 0.12533347,-0.23992623 0.072904825 0.68182355,-1
1141,66,3,1,-0.13198276 0.22391614 -0.9656304 -0.6978392 -0.71283394 -0.06991525 -0.7039893 0.66462713 0.25033927,-0.24926536 0.07589587 0.69901633,-1
1141,70,3,1,-0.27420384 0.24262276 -0.93056244 -0.6784412 -0.73460686 0.00838076 -0.68156415 0.63363 0.3660373,-0.25308543 0.07879329 0.7160515,-1
1142,40,3,1,0.06805976 0.59183437 -0.80318123 0.92126864 0.2717084 0.27827802 0.3829255 -0.75888526 -0.52674603,-0.106302336 0.17099208 0.90280396,-1
1142,44,3,1,0.3681023 -0.24842684 -0.89598256 0.83030677 -0.3458478 0.43701258 -0.41843927 -0.9048058 0.07896312,-0.09827453 0.14152561 0.8663426,-1
1142,48,3,1,0.6261698 -0.38267723 -0.6793155 -0.009524807 -0.87495667 0.48410764 -0.7796286 -0.29666322 -0.55151635,-0.07271032 0.083068796 0.79625744,-1
1142,52,3,1,0.5025789 -0.52521026 -0.6867085 -0.60091287 -0.783283 0.15928464 -0.6215451 0.3325989 -0.709267,-0.061699983 0.0028900502 0.73717624,-1
1142,56,3,1,-0.15068555 0.5474719 -0.82314545 0.73231643 0.62115437 0.27906978 0.66408324 -0.56075114 -0.4945216,-0.09824988 -0.033046905 0.7077122,-1
1142,60,3,1,-0.0371873 -0.440028 -0.8972137 -0.6563573 -0.6662613 0.35396454 -0.7535331 0.6020557 -0.26403916,-0.15080813 -0.013251531 0.6779969,-1
1142,64,3,1,-0.059920594 -0.5269396 -0.84778786 -0.58445835 -0.66998845 0.4577378 -0.8092082 0.5229246 -0.26782814,-0.18243626 0.012665496 0.67306006,-1
1142,68,3,1,-0.23734872 -0.4014115 -0.88460976 -0.561004 -0.6867867 0.46216723 -0.79305744 0.60596436 -0.06218551,-0.1968503 0.0257733 0.68708575,-1
1142,72,3,1,-0.32882813 -0.42433324 -0.84369034 -0.5359541 -0.6517198 0.5366698 -0.77757657 0.62865144 -0.013119356,-0.19901597 0.030039998 0.69338953,-1
1143,42,3,1,-0.46238533 0.5874349 -0.6641688 -0.42400393 -0.80434597 -0.41623107 -0.7787301 0.089151025 0.62099236,0.046889033 0.17893218 0.9128642,-1
1143,46,3,1,-0.76589555 0.28504136 -0.57632923 0.099367574 -0.8331181 -0.54409575 -0.6352402 -0.47398895 0.60975754,0.06552574 0.1166276 0.88435036,-1
1143,50,3,1,-0.470787 0.4846593 0.7372007 0.8103206 -0.09292206 0.57857233 0.34891272 0.86975324 -0.34898293,0.07440003 0.03182043 0.84223485,-1
1143,54,3,1,0.0028814333 0.6507238 0.759309 0.8153006 -0.44119558 0.3750084 0.5790307 0.6179845 -0.5318068,0.059890635 -0.0296746 0.77410805,-1
1143,58,3,1,0.111031055 0.69619405 -0.70921516 -0.7143226 -0.44024473 -0.5439925 -0.6909525 0.5670085 0.4484263,0.08904627 -0.020624012 0.7317263,-1
1143,62,3,1,0.18223186 0.71389925 -0.6761209 -0.5058958 -0.52156055 -0.68705463 -0.84312576 0.46724993 0.26611364,0.13203615 0.024101408 0.73526716,-1
1143,66,3,1,0.29991335 0.7606355 -0.57574785 -0.37674934 -0.4600298 -0.8040103 -0.8764199 0.45804602 0.14859983,0.13238059 0.053204685 0.7335146,-1
1143,70,3,1,0.331716 0.7599853 -0.5589158 -0.3273304 -0.4629315 -0.823741 -0.8847708 0.45619822 0.09520452,0.12902538 0.068325356 0.7356332,-1
1144,45,4,1,0.8665789 0.4860746 -0.1130161 -0.14333372 0.025506318 -0.98934567 -0.4780132 0.87354505 0.091774106,-0.15476128 0.16355991 0.6426728,-1
1144,49,4,1,0.6610315 0.24722299 0.7084618 0.5261133 -0.825908 -0.2026841 0.5350162 0.5067117 -0.6760184,-0.16758844 0.12101768 0.651909,-1
1144,53,4,1,0.16925609 0.9514766 0.25699127 0.581437 -0.30694097 0.7534708 0.79579103 0.021894708 -0.6051754,-0.19970138 0.048440564 0.6841959,-1
1144,57,4,1,-0.028885685 0.9708633 -0.2378867 0.87125415 0.1411113 0.4701104 0.48998144 -0.19368032 -0.8499448,-0.24093576 -0.02255839 0.74424213,-1
1144,61,4,1,-0.20910354 0.9535742 -0.2167298 0.93999285 0.25710464 0.22430019 0.26960912 -0.1568225 -0.9501145,-0.2720362 -0.022074701 0.8196885,-1
1144,65,4,1,-0.54902667 0.73739505 -0.39346924 0.8005944 0.59917843 0.0058036614 0.24003789 -0.3118229 -0.91931945,-0.29801002 0.009832909 0.8850188,-1
1144,69,4,1,-0.4838357 0.7185741 -0.49955407 0.85699576 0.50471246 -0.10403653 0.17737319 -0.47845232 -0.8600129,-0.32296222 0.04014993 0.93222725,-1
1144,73,4,1,-0.36222118 0.7203943 -0.5914625 0.9255472 0.35305366 -0.13680483 0.11026456 -0.5969801 -0.79464245,-0.33955884 0.055238374 0.95540744,-1
1145,48,4,1,-0.9349653 -0.34003496 -0.1010742 0.13370016 -0.073865615 -0.9882652 0.3285788 -0.93750733 0.11452452,0.26085708 0.17484882 0.75318044,-1
1145,52,4,1,-0.88624436 0.022921419 -0.46265054 0.4628373 0.084299445 -0.88242584 0.01877473 -0.9961769 -0.085318804,0.25306606 0.11172374 0.7391483,-1
1145,56,4,1,-0.29320198 0.73082334 -0.61638445 0.43098643 -0.47445598 -0.76755595 -0.85339516 -0.49070227 -0.17586353,0.23441707 0.017348863 0.7104799,-1
1145,60,4,1,-0.4321534 0.19432907 -0.8806132 0.8071049 -0.35225376 -0.47381327 -0.40227503 -0.91550726 -0.0046162843,0.17495127 -0.04645762 0.67589825,-1
1145,64,4,1,-0.28099096 0.26370078 -0.9227708 0.6859588 -0.6172697 -0.38527736 -0.6711964 -0.7412422 -0.0074406858,0.1105321 -0.05187341 0.6291062,-1
1145,68,4,1,-0.3261262 0.08907848 -0.94111997 0.87274164 -0.3541968 -0.33595636 -0.36326814 -0.93091875 0.03777036,0.05955659 -0.033638295 0.59321606,-1
1145,72,4,1,-0.25603306 -0.1111362 -0.9602582 0.85673773 -0.4861686 -0.17216437 -0.44771367 -0.8667692 0.2196898,0.03199397 -0.024635015 0.55568194,-1
1146,47,4,1,-0.15516901 0.983518 0.09281673 0.55061966 0.16411127 -0.81846535 -0.82020766 -0.07589373 -0.5670093,-0.01140336 -0.09204861 1.1373498,-1
1146,51,4,1,-0.46532682 0.5007603 0.7298699 0.8825673 0.19967881 0.42567995 0.06742408 0.8422396 -0.53487056,0.0033930142 -0.12989353 1.0883023,-1
1146,55,4,1,-0.88267255 -0.06465865 -0.46551943 0.4602247 -0.31975603 -0.82822055 -0.095301025 -0.94529104 0.3119974,0.060563587 -0.18776338 1.0064121,-1
1146,59,4,1,-0.9604651 0.16614354 -0.22339 0.27839452 0.5679759 -0.774532 -0.0018033393 -0.8061015 -0.5917745,0.0998535 -0.20816043 0.9280631,-1
1146,63,4,1,-0.0076777134 0.9252932 0.37917456 0.99899554 -0.009642655 0.043758962 0.044146124 0.37912965 -0.9242898,0.15618625 -0.17570874 0.9090327,-1
1146,67,4,1,-0.6746428 0.6777182 0.2924981 0.7378504 0.60798615 0.29313758 0.020829879 0.413583 -0.91022813,0.19769742 -0.11562354 0.8949922,-1
1146,71,4,1,-0.6720997 0.71671724 0.18600668 0.7066953 0.5458904 0.45009497 0.22105154 0.43395877 -0.8733934,0.22729623 -0.07957996 0.87987894,-1
1147,46,4,1,-0.87978464 0.4621095 -0.11150707 0.35942614 0.49312437 -0.7922381 -0.3111139 -0.73707753 -0.59993744,-0.12016702 -0.005511986 1.0348979,-1
1147,50,4,1,-0.96932936 0.00501585 0.24571435 -0.17459255 0.68959475 -0.7028347 -0.17296863 -0.72417825 -0.6675686,-0.12119268 -0.05252406 1.0224,-1
1147,54,4,1,0.70029664 0.31662455 0.6397917 0.19853228 -0.94727945 0.25148875 0.6856891 -0.049097404 -0.7262368,-0.09236339 -0.14203198 1.0025495,-1
1147,58,4,1,0.8388247 0.54251486 0.04528629 0.32061356 -0.4250662 -0.84647846 -0.43997744 0.7245664 -0.5304936,-0.032434803 -0.21944216 0.9814692,-1
1147,62,4,1,0.49227116 0.848625 0.19366115 0.70308053 -0.2564876 -0.6632434 -0.5131733 0.46265498 -0.7229132,0.03945391 -0.24279691 0.9872122,-1
1147,66,4,1,-0.060703162 0.44859767 0.89166987 0.83668125 -0.4642769 0.29053655 0.5443158 0.7636799 -0.34715018,0.11305225 -0.23990437 1.0192802,-1
1147,70,4,1,-0.5667701 -0.12944496 -0.81364346 0.63589716 -0.69665617 -0.33212197 -0.5238382 -0.70563036 0.47715756,0.16288523 -0.23880225 1.0513811,-1
1148,45,4,1,0.46067047 0.8873411 0.02021329 0.8760841 -0.45093837 -0.17067882 -0.14233539 0.09633523 -0.9851194,-0.21733868 0.3152899 0.7905,-1
1148,49,4,1,-0.77677125 0.6219569 -0.09897522 0.53981084 0.5765768 -0.61332166 -0.3243928 -0.5298385 -0.78360736,-0.22939458 0.2799823 0.753414,-1
1148,53,4,1,-0.80355585 0.53274393 0.26548406 0.1311094 0.59348166 -0.79409677 -0.5806103 -0.60329366 -0.54674345,-0.25312743 0.22954442 0.7181232,-1
1148,57,4,1,0.93776137 0.039614856 0.34501332 0.22060607 -0.83522683 -0.5037152 0.2682098 0.5484767 -0.79198277,-0.2525706 0.12955156 0.6859669,-1
1148,61,4,1,0.98750186 -0.04749025 0.15028246 0.06400875 -0.7505005 -0.6577629 0.14402436 0.6591615 -0.7380808,-0.23012097 0.05079386 0.705254,-1
1148,65,4,1,0.97023964 0.19406934 0.14481746 0.24034205 -0.6989283 -0.6735984 -0.029507795 0.6883576 -0.72477096,-0.21330881 0.0024574087 0.7632193,-1
1148,69,4,1,0.8381567 0.5395291 0.08001123 0.24989003 -0.24945715 -0.93558866 -0.4848179 0.80416393 -0.3439071,-0.20688558 -0.036090035 0.8167728,-1
1148,73,4,1,0.5639533 0.76821816 0.3029811 0.76056826 -0.34025353 -0.5529588 -0.32170257 0.54228073 -0.7761695,-0.20249273 -0.05566831 0.8560002,-1
1149,48,4,1,-0.24102332 0.95978975 0.14391454 0.7737437 0.27954414 -0.5684855 -0.58585703 -0.025665298 -0.8100079,0.16798002 0.14269933 0.8855149,-1
1149,52,4,1,-0.7579401 0.6204343 0.20146526 0.5060547 0.75412744 -0.41856974 -0.4116254 -0.21529835 -0.88555706,0.17024249 0.12883274 0.81845164,-1
1149,56,4,1,0.6333387 0.51111597 -0.58107024 0.7361575 -0.6294631 0.24869356 -0.23865099 -0.5852665 -0.7749251,0.19518353 0.11098849 0.72152865,-1
1149,60,4,1,0.56156296 0.46430653 -0.6848843 0.8083653 -0.48452935 0.33433062 -0.17661469 -0.7413844 -0.6474229,0.18034065 0.1540952 0.64575154,-1
1149,64,4,1,0.23042832 0.9553663 0.18487306 0.93622494 -0.16586329 -0.30979398 -0.26530305 0.24446808 -0.93265736,0.15284207 0.22590572 0.60810643,-1
1149,68,4,1,0.52002597 -0.5673542 -0.6385 0.7048188 -0.13723834 0.69598573 -0.48249704 -0.8119575 0.3285144,0.11996904 0.30084547 0.66393614,-1
1149,72,4,1,-0.04704388 -0.64054304 0.7664799 -0.99841356 0.0063844956 -0.055943668 0.030940741 -0.7678957 -0.6398272,0.12990043 0.3234417 0.64648616,-1
1150,47,4,1,0.99156696 0.10767504 -0.072118625 0.021695904 -0.6865585 -0.7267508 -0.12776658 0.7190574 -0.6831048,0.18848684 0.11511541 0.8979392,-1
1150,51,4,1,-0.9804863 0.07974179 -0.17968844 0.18547274 0.6782164 -0.7110714 0.06516554 -0.730523 -0.6797718,0.17543009 0.07776827 0.8325458,-1
1150,55,4,1,-0.4685192 0.4055349 -0.7848766 0.8814555 0.15486589 -0.44615337 -0.059380148 -0.9008652 -0.43001857,0.1462501 0.032081712 0.7571496,-1
1150,59,4,1,-0.33053604 0.28665566 -0.8992078 0.929498 -0.066326566 -0.3628144 -0.16364415 -0.9557351 -0.24452256,0.09344057 0.021653159 0.6815396,-1
1150,63,4,1,-0.05336353 0.64045143 -0.7661424 0.99612546 -0.019566864 -0.08573914 -0.06990276 -0.76774937 -0.6369258,0.030934718 0.05035472 0.6303644,-1
1150,67,4,1,-0.11782858 0.22067153 0.9682048 0.9797564 -0.13307182 0.14956388 0.16184527 0.96622777 -0.20052467,-0.027788065 0.10034798 0.6312195,-1
1150,71,4,1,-0.27645674 0.07722093 -0.9579189 0.28700346 -0.944645 -0.15898049 -0.9171699 -0.31887728 0.23899081,-0.05853212 0.13060145 0.61324835,-1
1151,46,4,1,-0.41823828 0.9080909 0.021158423 0.44195274 0.22378963 -0.8686748 -0.7935708 -0.35396203 -0.49493062,-0.030003058 0.21141018 0.834217,-1
1151,50,4,1,-0.55900216 0.82417995 -0.09079553 0.26798028 0.075953305 -0.96042573 -0.7846675 -0.56121147 -0.26332206,-0.03975509 0.17272277 0.8216635,-1
1151,54,4,1,0.9691756 -0.17664313 0.1717435 0.07908267 -0.43715504 -0.8959026 0.23333357 0.88186884 -0.40971062,-0.080127336 0.081513345 0.7921935,-1
1151,58,4,1,0.31580353 0.8876473 0.3351873 0.49559954 -0.45556307 0.7394886 0.80910397 -0.06741445 -0.583786,-0.12035572 -0.0154808285 0.7906517,-1
1151,62,4,1,0.35319814 0.9352969 -0.021699984 0.6360022 -0.22303495 0.73875344 0.6861139 -0.27472758 -0.6736264,-0.15912168 -0.060080875 0.836902,-1
1151,66,4,1,0.20926146 0.97552073 -0.06759252 0.71721375 -0.1061306 0.6887239 0.6646909 -0.19260165 -0.721866,-0.19367191 -0.075663835 0.8997809,-1
1151,70,4,1,0.13617784 0.96337634 -0.23100148 0.79905844 0.031027704 0.6004523 0.58562905 -0.26635197 -0.76556855,-0.22176215 -0.08114837 0.9413987,-1
1152,46,5,1,-0.7382969 0.6672202 0.09866552 -0.18552943 -0.060258545 -0.98078936 -0.648457 -0.7424191 0.16827768,0.15300088 0.12489555 0.74963635,-1
1152,50,5,1,-0.88445956 0.46659216 0.004805013 -0.08601896 -0.15291685 -0.98448825 -0.45861977 -0.87115335 0.17538454,0.17144062 0.07091097 0.71669483,-1
1152,54,5,1,-0.9172113 0.39361197 -0.06158816 -0.04039923 -0.24568178 -0.9685083 -0.39634755 -0.8858386 0.2412437,0.18925191 0.0013755654 0.67639846,-1
1152,58,5,1,-0.9351856 0.33388022 -0.11811799 0.02765327 -0.26365954 -0.96421933 -0.3530767 -0.9049904 0.23733772,0.19749579 -0.052694086 0.63105047,-1
1152,62,5,1,-0.9683228 0.21250254 -0.13112406 0.07991362 -0.23377246 -0.96900165 -0.23656851 -0.948785 0.20938538,0.19223298 -0.07674505 0.59694403,-1
1152,66,5,1,-0.96837246 0.22315522 -0.11160877 0.060489874 -0.22399794 -0.97271055 -0.24206558 -0.94869727 0.2034148,0.18464237 -0.08301048 0.5861643,-1
1152,70,5,1,-0.9589587 0.26836914 -0.0915216 0.024394654 -0.24349123 -0.9695963 -0.28249443 -0.93203545 0.22695126,0.18116815 -0.08234595 0.5826626,-1
1153,48,5,1,0.3878027 0.9174289 -0.08906913 -0.2669287 0.019288152 -0.96352327 -0.8822461 0.39743203 0.25236812,-0.18383597 0.1264653 0.78011805,-1
1153,52,5,1,0.30493286 0.95171833 -0.035328217 -0.27101117 0.051151857 -0.9612161 -0.9129999 0.30268073 0.2735242,-0.23839891 0.07001181 0.78034455,-1
1153,56,5,1,-0.02201632 0.99752325 0.066803016 -0.30073935 0.057116397 -0.95199454 -0.9534522 -0.04104971 0.298737,-0.30164874 0.01656852 0.7855829,-1
1153,60,5,1,-0.06474742 0.9974776 0.029088845 -0.30367962 0.008071994 -0.95274 -0.95057166 -0.07052115 0.302391,-0.3489373 -0.011821308 0.7977243,-1
1153,64,5,1,-0.19977973 0.9785862 -0.04956982 -0.26356512 -0.10239459 -0.95919174 -0.9437275 -0.1785622 0.27837753,-0.37331823 -0.019967217 0.8108373,-1
1153,68,5,1,-0.22809611 0.9725225 -0.046606198 -0.23221262 -0.10082523 -0.9674252 -0.94554186 -0.20984338 0.24882984,-0.38214645 -0.019840552 0.82060397,-1
1154,46,5,1,-0.85617733 0.47982073 -0.19165687 0.43208504 0.46152136 -0.77479064 -0.2833069 -0.7461703 -0.60246754,0.067177355 -0.055031776 1.0234565,-1
1154,50,5,1,-0.9249288 0.37485728 -0.06315619 0.2507869 0.47686023 -0.842443 -0.28567922 -0.7950385 -0.5350711,0.060720563 -0.10605895 1.0261207,-1
1154,54,5,1,-0.98178566 0.12007299 0.14723927 -0.03806254 0.6349601 -0.7716067 -0.1861402 -0.7631567 -0.6188244,0.056427218 -0.18869731 1.0316116,-1
1154,58,5,1,-0.97879225 -0.016013592 0.20422854 -0.17523207 0.5818412 -0.7942006 -0.10611056 -0.8131448 -0.5723077,0.06629734 -0.25619265 1.0487169,-1
1154,62,5,1,-0.98108625 -0.09853982 0.16661245 -0.19357102 0.4982819 -0.84513044 0.00025903815 -0.8613972 -0.50793195,0.081180766 -0.29387566 1.0603998,-1
1154,66,5,1,-0.9686862 -0.17998473 0.17103377 -0.23731025 0.46858767 -0.85094625 0.07301302 -0.864888 -0.4966266,0.09207796 -0.30942214 1.0696247,-1
1154,70,5,1,-0.97637737 -0.159818 0.14541474 -0.20696326 0.49838683 -0.8418888 0.06207618 -0.8520967 -0.5196901,0.098329246 -0.31020465 1.073999,-1
1155,48,5,1,-0.71566033 -0.6954042 0.06514077 -0.4555729 0.39407086 -0.798224 0.52941823 -0.6009336 -0.5988282,0.028568769 -0.051977105 0.96168613,-1
1155,52,5,1,-0.7085162 -0.70408607 0.047618974 -0.4711327 0.42170045 -0.7747275 0.5253939 -0.5713418 -0.6304996,0.07762067 -0.11237053 0.95166004,-1
1155,56,5,1,-0.8264658 -0.557076 0.08136712 -0.42651647 0.52521646 -0.7363636 0.36747515 -0.6432837 -0.6716755,0.13530059 -0.1638573 0.94103605,-1
1155,60,5,1,-0.49042973 -0.8409972 0.22847809 -0.68817866 0.2128768 -0.6936091 0.5346856 -0.49740028 -0.6831575,0.18295701 -0.18765153 0.93187946,-1
1155,64,5,1,-0.59739697 -0.76775527 0.23166521 -0.6326229 0.27363348 -0.7245088 0.49285403 -0.5793761 -0.64916736,0.20611873 -0.19489126 0.9240656,-1
1155,68,5,1,-0.4872428 -0.8263277 0.2824484 -0.6698899 0.14618573 -0.7279267 0.560216 -0.54388636 -0.6247765,0.21330063 -0.1908975 0.917612,-1
1156,46,5,1,-0.31403875 0.9424426 0.11481034 0.72301614 0.31577402 -0.61443824 -0.615327 -0.10994769 -0.7805665,0.15801752 0.24528892 0.7790554,-1
1156,50,5,1,-0.3817765 0.9169718 0.11579935 0.7205238 0.37374762 -0.5840875 -0.5788714 -0.13955471 -0.80338806,0.19761086 0.23891509 0.7308,-1
1156,54,5,1,-0.4971796 0.8657149 0.057881176 0.6907583 0.43530506 -0.57737553 -0.5250386 -0.24707744 -0.81442446,0.24715197 0.24051814 0.66792417,-1
1156,58,5,1,0.05025838 0.9874675 -0.14960583 0.901616 -0.10929373 -0.4185015 -0.42960757 -0.113853805 -0.8958095,0.29021087 0.24553573 0.6236545,-1
1156,62,5,1,0.03107647 -0.16544351 -0.9857296 0.85188323 -0.51146233 0.11269992 -0.52280897 -0.8432288 0.1250441,0.3086747 0.2208376 0.56922483,-1
1156,66,5,1,0.5448573 -0.21766603 -0.8097852 0.5329597 -0.65566945 0.534838 -0.6473674 -0.72299325 -0.24123901,0.29398748 0.2583392 0.57528776,-1
1156,70,5,1,0.5051805 -0.41810402 -0.75497127 0.5166474 -0.55420977 0.6526308 -0.69128007 -0.7197503 -0.06396359,0.29103434 0.26512218 0.5703236,-1
1157,48,5,1,-0.2522415 0.967578 -0.012926731 0.78304595 0.19625027 -0.59019053 -0.56851846 -0.15899277 -0.8071605,-0.090581276 0.1608328 0.8267949,-1
1157,52,5,1,-0.43243867 0.89471287 0.111739844 0.6939957 0.409393 -0.5922561 -0.5756447 -0.17856747 -0.7979642,-0.13658263 0.10333816 0.79581606,-1
1157,56,5,1,-0.6081464 0.78213954 0.13570493 0.5620335 0.54496 -0.6222034 -0.56060356 -0.3021201 -0.771004,-0.18106078 0.03837989 0.77180046,-1
1157,60,5,1,-0.7387406 0.66309524 0.120694205 0.45351532 0.62152 -0.6387776 -0.49858424 -0.4171543 -0.7598658,-0.20932834 -0.012117374 0.7696821,-1
1157,64,5,1,-0.7787191 0.61860466 0.10452217 0.41892916 0.6367401 -0.64734876 -0.46700644 -0.4603155 -0.75499314,-0.2167602 -0.04036159 0.7683097,-1
1157,68,5,1,-0.787266 0.6085575 0.099347115 0.41310307 0.6401557 -0.6477241 -0.45777503 -0.46889055 -0.75536984,-0.21871336 -0.05033129 0.77648646,-1
1158,46,5,1,0.3753919 0.925985 -0.04040823 0.5262996 -0.24884142 -0.8130724 -0.76294804 0.28395393 -0.5807585,-0.07298021 0.08520692 0.8734566,-1
1158,50,5,1,0.37185022 0.9273933 0.040855672 0.49053317 -0.15893957 -0.8568054 -0.788102 0.33864433 -0.51401883,-0.10905561 0.048075214 0.83646786,-1
1158,54,5,1,0.19477586 0.96614814 0.1691752 0.49648032 0.05163779 -0.8665107 -0.8459136 0.2527675 -0.4696157,-0.16345477 -0.0010694452 0.7925756,-1
1158,58,5,1,-0.055824667 0.9869681 0.15092236 0.48266634 0.15899873 -0.8612506 -0.8740234 0.024766117 -0.48525235,-0.21520166 -0.044940747 0.7707153,-1
1158,62,5,1,-0.17097747 0.9763582 0.13225457 0.50018024 0.20166034 -0.84211206 -0.8488736 -0.07783106 -0.5228345,-0.24706817 -0.07108691 0.767283,-1
1158,66,5,1,-0.23281643 0.9636326 0.13118215 0.49705684 0.23384498 -0.83561414 -0.8359013 -0.12933972 -0.53342307,-0.2580827 -0.08205025 0.77251136,-1
